FunctionName, u1, u2, N1, N2, N, V, D, E, L, T
_rl_nsearch_init,24,66,250,175,425,2759.03756594011,237.650560498856,655686.823983067,0.00420785879023759,36427.045776837
_rl_nsearch_cleanup,24,68,262,187,449,2929.0793182696,252.297159823262,738998.392896477,0.00396358009222345,41055.4662720265
_rl_nsearch_abort,24,71,274,199,473,3107.54170274054,653.546840241038,2030924.06074333,0.0015301122099086,112829.114485741
_rl_nsearch_dispatch,30,91,357,248,605,4185.91225855113,360.554856782005,1509250.99488394,0.00277350306393074,83847.2774935523
_rl_replace_text,11,11,28,20,48,214.05271769459,13.8011491227225,2954.17347702707,0.0724577345775924,164.120748723726
rl_free_undo_list,11,14,38,29,67,311.138364714907,65.4354839254007,20359.4894628777,0.0152822282347609,1131.08274793765
rl_maybe_unsave_line,10,14,27,19,46,210.908275033173,26.3635343791467,5560.28755968358,0.0379311812148751,308.904864426866
rl_maybe_save_line,11,12,31,18,49,221.654535846794,27.7068169808492,6141.34165768219,0.0360922007277557,341.185647649011
_rl_rubout_char,19,25,82,57,139,758.860994990584,65.3647282757391,49602.7427366165,0.0152987708566848,2755.70792981203
_rl_insert_char,32,39,321,242,563,3462.30762828114,298.226946467875,1032553.43171471,0.00335315105440253,57364.0795397062
_rl_nsearch_dosearch,12,21,44,30,74,373.285164832526,46.6606456040657,17417.7267855057,0.0214313365589795,967.651488083651
rl_noninc_forward_search_again,11,8,26,15,41,174.165028051187,15.0017589635682,2612.78177070701,0.0666588499674271,145.154542817056
rl_noninc_reverse_search_again,11,8,27,15,42,178.412955564631,15.3676555236553,2741.78884207446,0.0650717344920122,152.32160233747
_rl_nsearch_callback,13,11,33,26,59,270.512787542548,33.8140984428185,9147.14602800498,0.0295734633200721,508.17477933361
_rl_free_saved_history_line,7,6,13,8,21,77.7092340809629,9.71365426012037,754.840632681236,0.102947868353265,41.9355907045131
rl_history_search_forward,14,12,38,25,63,296.127702242889,25.50705191043,7553.34467322572,0.0392048443509496,419.630259623651
rl_history_search_backward,14,12,38,25,63,296.127702242889,25.50705191043,7553.34467322572,0.0392048443509496,419.630259623651
basename_builtin,22,27,129,88,217,1218.392036173,152.299004521625,185559.894226224,0.00656603109876539,10308.883012568
no_options,9,9,21,12,33,137.607525047596,17.2009406309495,2366.97886871561,0.0581363555316682,131.498826039756
find_mail_file,23,28,117,58,175,992.674434845012,124.084304355626,123175.316699358,0.00805903700063461,6843.07314996433
update_mail_file,28,39,174,108,282,1710.63715170909,359.763958859332,615425.593870715,0.00277960027783383,34190.3107705953
add_mail_file,31,48,248,160,408,2571.94254525626,221.535072590697,569775.478462448,0.00451395794040962,31654.1932479138
file_mod_date_changed,34,52,339,230,569,3656.54464542549,457.068080678187,1671289.84299873,0.00218785787560624,92849.4357221517
file_access_date_changed,34,53,372,255,627,4039.72557189715,504.965696487144,2039922.83702997,0.00198033253933212,113329.046501665
file_has_grown,34,55,398,276,674,4364.64433247135,545.580541558919,2381265.01862179,0.00183290994422683,132292.501034544
parse_mailpath_spec,35,61,447,298,745,4905.79706303726,613.224632879658,3008355.60296313,0.00163072379415692,167130.866831285
time_to_check_mail,15,12,34,25,59,280.538362627645,35.0672953284556,9837.72161322498,0.0285165990314783,546.54008962361
reset_mail_timer,4,3,4,3,7,19.6514844544032,4.13290208137665,81.217661003744,0.241960728880106,4.51209227798578
full_pathname,13,13,39,24,63,296.127702242889,37.0159627803611,10961.4520044566,0.0270153718797921,608.969555803146
reset_mail_files,9,5,14,9,23,87.5691632073249,18.4166635209521,1612.73181360064,0.0542986518085825,89.5962118667022
free_mail_files,13,11,35,26,61,279.682712543991,58.8200483011922,16450.950660846,0.0170010061004953,913.941703380333
make_default_mailpath,13,13,45,25,70,329.030780269876,41.1288475337346,13532.6567956255,0.0243138346918129,751.814266423637
get_current_user_info,15,19,61,51,112,569.795838220038,119.833715931404,68280.752616156,0.00834489686168482,3793.375145342
remember_mail_dates,15,16,75,43,118,584.595164625651,122.946161052109,71873.7312603497,0.00813364151790117,3992.98507001943
extract_colon_unit,18,15,88,52,140,706.215176710184,60.830064312947,42959.1146180597,0.016439239565084,2386.61747878109
check_mail,23,40,131,100,231,1380.75166232848,290.385768685429,400950.63282894,0.00344369493218273,22275.0351571634
expand_string_to_string,8,5,14,9,23,85.1101135172451,7.33098614936858,623.941063366112,0.136407296320718,34.6633924092284
unbind_variable,8,4,10,6,16,57.3594000115385,7.16992500144231,411.26259621046,0.139471472825565,22.8479220116922
zread,13,11,24,19,43,197.15338753101,12.7115569036951,2506.12650435668,0.0786685696784563,139.229250242038
zreadintr,18,14,47,29,76,380,24.500677791521,9310.25756077797,0.0408151973798077,517.236531154331
zreadc,16,11,43,30,73,347.106787657933,29.8981513184862,10377.8512610705,0.0334468840346559,576.547292281696
zreset,4,4,5,4,9,27,5.67836778214312,153.315930117864,0.176106944524573,8.51755167321467
zsyncfd,10,10,27,23,50,216.096404744368,45.447217131014,9820.98022764879,0.0220035474805251,545.610012647155
rl_gets,9,7,24,14,38,152,19,2888,0.0526315789473684,160.444444444444
invert_case_line,20,17,90,65,155,807.465271672487,69.5512727935408,56160.2373814037,0.0143778820981242,3120.01318785576
rl_modifying,12,13,42,29,71,329.713789474005,28.4,9363.87162106175,0.0352112676056338,520.215090058986
find_flag,12,7,28,18,46,195.404665618405,24.4255832023006,4772.87291818008,0.0409406805855023,265.15960656556
disable_priv_mode,5,8,16,15,31,114.713631262374,24.1254143678855,2767.5138878496,0.0414500652611027,153.7507715472
which_set_flags,15,16,56,37,93,460.740256865979,57.5925321082474,26535.1980371161,0.0173633622866322,1474.17766872867
reset_shell_flags,4,29,38,37,75,378.329558951884,79.5664584661034,30102.3431388443,0.0125681099709373,1672.35239660246
initialize_flags,11,10,31,24,55,241.577458252832,50.8061354012927,12273.6170538935,0.0196826621844289,681.867614105195
initialize_signames,25,150,421,375,796,5931.16404501853,1247.38262310514,7398430.96454213,0.000801678636111406,411023.942474563
write_signames,12,20,48,44,92,460,96.7425622142901,44501.5786185735,0.0103367119612249,2472.30992325408
file_error,40,194,1704,1135,2839,22343.9654388973,4699.15753605754,104997813.577603,0.000212804102081449,5833211.86542241
wait_sigint_handler,49,473,3863,2718,6581,59412.6493634264,7426.5811704283,441232863.047682,0.000134651460349194,24512936.8359823
xfree,4,4,7,7,14,42,8.8330165500004,370.986695100017,0.113211607194368,20.6103719500009
xmalloc,41,229,1924,1250,3174,25635.8127050393,2208.1487158441,56607686.9042525,0.000452868048616795,3144871.49468069
wait_for_single_pid,21,34,97,71,168,971.268431872143,121.408553984018,117920.295843921,0.00823665192595605,6551.12754688452
make_builtin_argv,10,9,23,17,40,169.917100537743,14.6358624034812,2486.8833034689,0.0683253212166128,138.16018352605
perl_main,9,17,44,27,71,333.731219988018,21.5174765523622,7181.05370088339,0.0464738510376218,398.947427826855
bperl_builtin,10,10,25,19,44,190.164836175044,23.7706045218805,4520.33311468516,0.0420687660290471,251.129617482509
savestring,9,6,21,9,30,117.206717868256,14.6508397335319,1717.17683918111,0.0682554732826175,95.3987132878393
stdcat,32,63,264,167,431,2831.60776719064,353.95097089883,1002250.31840179,0.0028252500550022,55680.5732445441
unfreeze_jobs_list,2,1,2,1,3,4.75488750216347,1,4.75488750216347,1,0.264160416786859
fatal_error,7,16,24,23,47,212.60741193468,26.575926491835,5650.23895119532,0.0376280390565964,313.902163955295
rl_variable_bind,19,15,57,40,97,493.483895601283,42.506389124442,20976.2184930737,0.0235258750648612,1165.34547183743
rl_untranslate_keyseq,16,22,118,81,199,1044.33757517527,130.542196896909,136330.121365371,0.0076603582885135,7573.89563140951
initialize_shell_signals,27,77,357,280,637,4268.18010045588,897.640606326408,3831291.77328352,0.00111403159900764,212849.542960196
initialize_signals,8,9,21,11,32,130.798810920011,27.5082871804007,3598.05125364259,0.0363526814098584,199.891736313477
initialize_terminating_signals,21,28,164,125,289,1622.6511449493,341.259629005101,553745.327730098,0.00293032024595284,30763.6293183388
termsig_sighandler,6,7,15,12,27,99.9118723898095,12.4889840487262,1247.7977805547,0.0800705642747614,69.3220989197054
signal_is_trapped,7,4,9,6,15,51.8914742795595,6.48643428494493,336.590637863273,0.15416790736954,18.6994798812929
set_signal_ignored,7,6,10,9,19,70.3083546446807,14.7865442899944,1039.6175999102,0.0676290538470623,57.7565333283446
sigint_sighandler,8,10,21,16,37,154.287225053366,19.2859031316707,2975.56847683348,0.0518513441228392,165.309359824082
set_sigwinch_handler,5,5,7,6,13,43.1850652335357,9.08224752192067,392.217451701262,0.110104904935307,21.7898584278479
reset_terminating_signals,19,19,77,55,132,692.726431774553,145.687238963985,100921.401202608,0.0068640191626338,5606.74451125598
signal_is_special,7,4,9,6,15,51.8914742795595,6.48643428494493,336.590637863273,0.15416790736954,18.6994798812929
run_interrupt_trap,4,4,5,4,9,27,5.67836778214312,153.315930117864,0.176106944524573,8.51755167321467
parse_and_execute_cleanup,5,7,12,8,20,71.6992500144231,15.0790633809528,1081.15753533426,0.066317116304661,60.0643075185703
reset_parser,9,21,39,29,68,333.668560501379,70.1738075505594,23414.793350296,0.0142503312119627,1300.82185279422
run_exit_trap,20,29,90,66,156,875.894735681973,109.486841960247,95898.9484994241,0.00913351761815441,5327.71936107911
unset_sigwinch_handler,4,4,6,5,11,33,6.94022728928603,229.027500546439,0.14408750006556,12.7237500303577
stop_pipeline,36,73,386,292,678,4588.82897219876,395.260213466805,1813781.51911394,0.0025299788997963,100765.639950774
mempcpy,53,276,1895,1343,3238,27075.9739393547,2332.19745253724,63146517.4463276,0.00042878016135044,3508139.85812931
plural_lookup,49,215,1495,1061,2556,20561.4713690802,1771.06874363202,36415779.2648626,0.000564630821697667,2023098.84804792
guess_category_value,52,234,1595,1128,2723,22219.3296500476,1913.86888327611,42524883.6244804,0.000522501833191532,2362493.53469335
category_to_name,52,228,1533,1083,2616,21266.204372328,2658.275546541,56531431.050703,0.000376183726063018,3140635.05837239
_nl_log_untranslated,17,30,117,82,199,1105.36318148385,56.2483299441624,62174.8329402326,0.0177783056135658,3454.15738556848
hash_string,25,13,72,32,104,545.784461398133,68.2230576747666,37235.0847879563,0.0146578009559056,2068.61582155313
rl_completion_matches,19,16,103,51,154,789.909584609525,68.0391082177628,53744.7437094955,0.0146974295547709,2985.81909497197
rl_username_completion_function,22,29,117,66,183,1038.05383758078,89.4130907728338,92815.6020066991,0.0111840446556158,5156.4223337055
rl_filename_completion_function,29,52,450,288,738,4678.80930212885,403.010697224526,1885610.19903155,0.00248132371395313,104756.122168419
free_undo_list,3,2,4,2,6,13.9315685693242,2.92994704143585,40.8187581122521,0.341303097242993,2.26770878401401
maybe_replace_line,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
maybe_save_line,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
maybe_unsave_line,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
ding,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
crlf,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
alphabetic,5,3,7,5,12,36,4.5,162,0.222222222222222,9
completion_matches,8,5,13,9,22,81.409673799104,7.01224762113516,570.864791435157,0.14260762797166,31.7147106352865
username_completion_function,9,4,13,8,21,77.7092340809629,6.69350909290175,520.147464923356,0.149398467398882,28.8970813846309
filename_completion_function,9,4,13,8,21,77.7092340809629,6.69350909290175,520.147464923356,0.149398467398882,28.8970813846309
getc_with_restart,20,15,50,33,83,425.730490406432,53.216311300804,22655.8063077127,0.0187912310259071,1258.65590598404
ungetc_with_restart,13,8,20,15,35,153.731109797257,13.2416770472571,2035.65770805169,0.0755191352599211,113.092094891761
xbcopy,7,5,15,11,26,93.2090250187501,8.02858841529041,748.336898466051,0.124554896611153,41.5742721370028
sys_error,9,17,28,26,54,253.823744779619,31.7279680974524,8053.31167674365,0.0315179338597575,447.406204263536
init_yy_io,14,19,59,44,103,519.572594293921,26.4393560445507,13737.1648115279,0.0378224037799931,763.17582286266
return_EOF,4,2,5,2,7,18.0947375050481,2.26184218813101,40.9274406720743,0.442117493982333,2.27374670400413
ttgetattr,7,10,21,19,40,163.498513650014,14.0829954217807,2302.54881920109,0.0710076208967166,127.919378844505
ttsetattr,7,11,22,20,42,175.136850060577,15.0854671551811,2642.02119925071,0.066288964717712,146.778955513928
ttsave,8,7,16,10,26,101.579155485821,21.363103846222,2170.04604725514,0.046809677432563,120.558113736397
ttrestore,9,7,17,11,28,112,23.5547108000011,2638.12760960012,0.0424543526978881,146.562644977784
ttattr,10,8,31,15,46,191.816550066346,23.9770687582933,4599.1986099194,0.0417065159248924,255.511033884411
tt_setonechar,12,25,55,54,109,567.830416853556,70.9788021066944,40303.9227880103,0.0140887133949769,2239.10682155613
tt_setnoecho,10,11,20,15,35,153.731109797257,19.2163887246571,2954.15676493702,0.052038913987875,164.119820274279
tt_seteightbit,10,13,23,19,42,189.989602154395,23.7487002692993,4512.00611584814,0.042107567515715,250.667006436008
tt_setnocanon,9,8,13,10,23,94.0116453487578,11.7514556685947,1104.77368264758,0.0850958407367743,61.3763157026432
tt_setcbreak,8,7,15,10,25,97.672264890213,12.2090331112766,1192.48391609799,0.0819065679391409,66.2491064498884
ttonechar,11,9,25,15,40,172.877123795495,21.6096404744368,3735.81249147534,0.0462756426319518,207.545138415297
ttnoecho,11,9,25,15,40,172.877123795495,21.6096404744368,3735.81249147534,0.0462756426319518,207.545138415297
tteightbit,11,9,25,15,40,172.877123795495,21.6096404744368,3735.81249147534,0.0462756426319518,207.545138415297
ttnocanon,11,9,25,15,40,172.877123795495,21.6096404744368,3735.81249147534,0.0462756426319518,207.545138415297
ttcbreak,11,9,25,15,40,172.877123795495,21.6096404744368,3735.81249147534,0.0462756426319518,207.545138415297
set_sigint_handler,10,13,49,27,76,343.790708660333,42.9738385825416,14774.0064201467,0.0232699715218425,820.778134452597
trap_to_sighandler,10,9,25,13,38,161.421245510856,20.177655688857,3257.10231278452,0.0495597712350817,180.950128488029
trap_handler,16,25,61,41,102,546.470304471045,68.3087880588806,37328.7242085845,0.0146394048030544,2073.81801158803
wait_sigint_handler,43,142,924,632,1556,11718.8295525634,1464.85369407042,17166370.7602541,0.000682662032425421,953687.264458562
xfree,4,4,7,7,14,42,8.8330165500004,370.986695100017,0.113211607194368,20.6103719500009
xmalloc,11,5,17,9,26,104,13,1352,0.0769230769230769,75.1111111111111
wait_for,24,61,206,149,355,2275.33378232888,284.416722791111,647142.977625883,0.00351596766247268,35952.3876458824
process_line,20,56,161,119,280,1749.4197037642,367.920314196334,643647.047070183,0.00271797984893644,35758.1692816768
change_prompt,21,60,175,131,306,1939.9941008827,242.499262610337,470447.138932457,0.00412372387955201,26135.9521629143
get_prompt,24,64,184,138,322,2079.93698120121,259.992122650151,540767.23072105,0.0038462703785284,30042.6239289472
describe_pid,5,6,9,8,17,58.8103375168341,12.3683972523168,727.389616951033,0.080851219410234,40.4105342750574
rl_add_defun,12,9,24,17,41,180.085014333929,11.6110655559922,2090.97890708305,0.0861247398163146,116.165494837947
rl_callback_handler_install,8,9,17,13,30,122.62388523751,15.3279856546888,1879.57715384276,0.0652401445648603,104.420952991264
rl_callback_read_char,23,53,228,129,357,2230.51012229936,469.098400600326,1046328.73089347,0.00213174890112662,58129.3739385259
rl_refresh_line,7,13,24,19,43,185.842908080157,16.0076367988624,2974.90577419151,0.0624701829861025,165.272543010639
rename,20,15,86,53,139,712.97033935535,61.4119223523963,43784.8791200524,0.0162834831038469,2432.49328444736
initialize_bash_input,7,15,37,27,64,285.403623592787,60.0232126339327,17130.8423854047,0.0166602212063983,951.713465855819
yy_input_name,7,4,9,6,15,51.8914742795595,6.48643428494493,336.590637863273,0.15416790736954,18.6994798812929
with_input_from_stdin,4,4,5,4,9,27,5.67836778214312,153.315930117864,0.176106944524573,8.51755167321467
with_input_from_string,9,9,20,16,36,150.117300051923,18.7646625064904,2816.90047185989,0.0532916592373626,156.494470658883
with_input_from_stream,9,11,19,17,36,155.589411415945,19.4486764269931,3026.00811809503,0.0514173807021687,168.11156211639
push_stream,16,24,71,49,120,638.631371386483,134.310511257292,85774.9059958641,0.00744543364952539,4765.27255532578
pop_stream,14,28,77,66,143,771.101391457363,162.170270296934,125049.721078982,0.00616635834773537,6947.20672661013
stream_on_stack,13,10,23,18,41,185.466040198338,23.1832550247922,4299.70650835642,0.0431345813575617,238.872583797579
read_secondary_line,8,7,16,9,25,97.672264890213,12.2090331112766,1192.48391609799,0.0819065679391409,66.2491064498884
find_reserved_word,15,8,26,17,43,194.513164110452,24.3141455138064,4729.42137653243,0.0411283217595356,262.74563202958
gather_here_documents,9,6,14,8,22,85.9515931033874,18.0764724852648,1553.70160779806,0.0553205278748472,86.316755988781
execute_variable_command,11,19,43,35,78,382.737466457464,47.8421833071831,18310.9960287848,0.0209020561118468,1017.27755715471
save_token_state,9,10,26,15,41,174.165028051187,21.7706285063984,3791.68212450884,0.0459334465105636,210.649006917158
restore_token_state,10,8,19,14,33,137.607525047596,28.940227289286,3982.39305159356,0.0345539787923577,221.244058421864
make_path,33,62,341,233,574,3771.09711918196,471.387139897746,1777646.68528781,0.00212139856046332,98758.1491826563
mkdir_builtin,29,46,182,125,307,1912.24733798224,239.030917247779,457086.235202518,0.00418355922955105,25393.6797334732
read_octal,18,10,46,26,72,346.129554388147,43.2661942985184,14975.7085526172,0.0231127330751677,831.983808478733
_rl_callback_newline,7,10,21,12,33,134.886273761261,28.3679211547882,3826.44317892264,0.0352510850034991,212.580176606813
rl_initialize,11,24,43,30,73,374.437660236983,46.8047075296228,17525.4451754682,0.0213653722623327,973.635843081569
rl_set_signals,15,47,167,127,294,1750.53371525374,218.816714406718,383046.036030008,0.00457003480155216,21280.3353350005
readline_internal_setup,11,27,64,39,103,540.536533884689,113.680194040079,61448.2980577632,0.00879660708221031,3413.7943365424
rl_set_prompt,10,11,25,18,43,188.869649179487,23.6087061474358,4458.9680476478,0.0423572555715261,247.720447091544
_rl_arg_callback,12,16,34,25,59,283.633940401399,35.4542425501748,10056.026518453,0.0282053691764759,558.668139914057
_rl_internal_char_cleanup,10,20,45,30,75,368.016794670639,77.3975818572346,28483.6099903579,0.0129203002988462,1582.4227772421
_rl_dispatch_callback,16,25,80,65,145,776.845040669622,97.1056300837028,75436.0271516233,0.0102980640683555,4190.89039731241
_rl_callback_data_dispose,6,4,9,7,16,53.1508495181978,11.1781507962101,594.128210861083,0.0894602352599367,33.0071228256157
readline_internal_char,20,34,124,80,204,1173.99705044135,146.749631305168,172283.634305623,0.00681432717142902,9571.31301697906
readline_internal_teardown,13,22,52,38,90,461.635471525047,57.7044339406309,26638.4135712691,0.0173296908350032,1479.9118650705
rl_clear_signals,11,28,81,58,139,734.670908421853,91.8338635527316,67467.6679601738,0.0108892293247119,3748.20377556521
_rl_init_line_state,5,7,11,10,21,75.2842125151443,15.8330165500004,1191.97618270603,0.0631591583853915,66.2208990392237
rl_callback_handler_remove,6,10,20,12,32,128,26.9196694857155,3445.71769417159,0.0371475586106521,191.42876078731
_rl_callback_data_alloc,9,8,23,18,41,167.585976491264,20.948247061408,3510.63243956631,0.0477366911450197,195.035135531462
readline_internal,26,154,623,374,997,7469.37753704069,933.672192130086,6973950.098856,0.00107103971653969,387441.672158667
readline_initialize_everything,42,252,1421,952,2373,19457.8224742967,4092.17304624839,79624776.6680031,0.000244368942539411,4423598.70377795
bind_arrow_keys_internal,42,284,1508,1034,2542,21222.4669680554,4463.29528477786,94722136.7498756,0.000224049706818752,5262340.93054864
bind_arrow_keys,42,284,1514,1039,2553,21314.3029777519,4482.60930843347,95543692.9308421,0.00022308435359705,5307982.94060234
readline_default_bindings,42,252,1412,949,2361,19359.4264061587,4071.47937724081,78821505.3678862,0.000245610970201619,4378972.52043812
reset_default_bindings,42,253,1417,953,2370,19444.8336118706,4089.44135965851,79518506.8040616,0.000244532177393419,4417694.82244787
_rl_subseq_result,38,211,1192,818,2010,15999.6038834568,814.167699166964,13026360.6813769,0.00122824818648931,723686.704520938
_rl_subseq_getchar,29,167,673,433,1106,8421.86908759142,1052.73363594893,8865984.86606599,0.000949907902485329,492554.714781444
rl_vi_insertion_mode,7,7,13,10,23,87.5691632073249,7.54279716069958,660.516435605048,0.132576811850427,36.6953575336138
replace_history_entry,17,15,53,40,93,465,29.981092560677,13941.2080407148,0.0333543548480149,774.511557817489
_rl_set_insert_mode,6,6,11,11,22,78.8691750158654,9.85864687698318,777.543345960402,0.101433798418593,43.1968525533556
rl_vi_check,12,10,23,15,38,169.458401508217,21.1823001885272,3589.51873021502,0.0472092261510685,199.417707234168
_rl_reset_argument,4,7,9,8,17,58.8103375168341,12.3683972523168,727.389616951033,0.080851219410234,40.4105342750574
_rl_dispatch,8,7,14,12,26,101.579155485821,8.74955221132712,888.772124505711,0.114291563253421,49.3762291392062
readline_internal_charloop,8,6,14,8,22,83.7618082852673,10.4702260356584,877.005065902234,0.0955089218317068,48.7225036612352
_rl_set_the_line,4,3,4,3,7,19.6514844544032,4.13290208137665,81.217661003744,0.241960728880106,4.51209227798578
_rl_keyseq_cxt_alloc,8,13,29,24,53,232.792823407274,29.0991029259093,6774.0623287413,0.0343653205580306,376.336796041183
_rl_keyseq_cxt_dispose,4,4,6,6,12,36,7.57115704285749,272.56165354287,0.13208020839343,15.142314085715
_rl_keyseq_chain_dispose,7,6,14,11,25,92.5109929535273,19.4559793289399,1799.89196660354,0.0513980809237674,99.9939981446409
_rl_dispatch_subseq,29,73,296,213,509,3396.26449906349,218.975742595621,743699.540733573,0.00456671587522223,41316.6411518652
_rl_add_macro_char,16,11,35,23,58,275.783475125481,58,15995.4415572779,0.0172413793103448,888.635642070995
_rl_with_macro_input,6,8,13,10,23,87.5691632073249,18.4166635209521,1612.73181360064,0.0542986518085825,89.5962118667022
_rl_vi_textmod_command,6,4,9,6,15,49.8289214233104,6.22861517791381,310.365176276306,0.16054933102079,17.2425097931281
_rl_vi_set_last,6,7,14,13,27,99.9118723898095,8.60594026230225,859.835605281466,0.116198807976908,47.7686447378592
_rl_start_using_history,6,6,12,8,20,71.6992500144231,15.0790633809528,1081.15753533426,0.066317116304661,60.0643075185703
_rl_vi_initialize_line,13,7,24,12,36,155.589411415945,32.7219963343301,5091.19615001313,0.0305604826118404,282.844230556285
rl_initialize_funmap,13,10,28,20,48,217.130973890737,45.6647972832043,9915.24190662522,0.0218987066513882,550.84677259029
_rl_init_eightbit,21,22,113,77,190,1030.9903033934,128.873787924175,132867.625711401,0.00775952981678763,7381.53476174453
rl_read_init_file,12,11,50,36,86,389.026328220903,48.6282910276129,18917.6855061297,0.0205641608797678,1050.98252811832
rl_set_keymap_from_edit_mode,7,8,14,10,24,93.7653742946044,19.7197881657434,1849.03331837124,0.0507104838852766,102.724073242847
rl_tty_set_default_bindings,3,4,5,6,11,30.8809041426336,6.49456041359188,200.557897580674,0.15397500928734,11.1421054211486
rl_tty_unset_default_bindings,8,15,27,23,50,226.178097802851,47.5674971700045,10758.7260271541,0.0210227583853327,597.707001508561
rl_save_state,11,45,74,68,142,824.64439893218,103.080549866522,85004.798086277,0.0097011511996675,4722.48878257095
rl_restore_state,11,46,75,69,144,839.936162039723,104.992020254965,88186.5945377524,0.00952453336521741,4899.25525209736
ansicstr,31,64,377,200,577,3790.80668600696,157.950278583623,598758.97211146,0.00633110627576749,33264.3873395256
ansiexpand,17,17,75,46,121,615.583003791291,31.325012887429,19283.1455270444,0.0319233707450863,1071.28586261358
sh_exit,9,9,18,11,29,120.927825041827,25.4323209511908,3075.47525839319,0.0393200448326829,170.859736577399
unbind_args,5,6,9,6,15,51.8914742795595,10.9132916932207,566.306795204091,0.0916313819982652,31.4614886224495
unset_bash_input,14,14,33,24,57,274.019230557283,57.6289618697824,15791.4437893728,0.0173523861536771,877.302432742933
parse_command,14,19,42,27,69,348.063194235733,43.5078992794667,15143.4983976977,0.0229843319618041,841.305466538763
read_command,11,26,71,54,125,651.181670703619,81.3977088379524,53004.6960325445,0.0122853580804198,2944.70533514136
yyparse,46,466,3401,2538,5939,53451,6681.375,357126175.125,0.000149669791023554,19840343.0625
parse_string_to_word_list,25,59,168,128,296,1892.12595714251,121.995706360321,230831.242664299,0.0081970097951353,12823.9579257944
free_pushed_string_input,4,4,7,4,11,33,6.94022728928603,229.027500546439,0.14408750006556,12.7237500303577
get_current_prompt_level,8,5,10,6,16,59.2070354902575,7.40087943628218,438.184131443076,0.13511907721366,24.3435628579487
set_current_prompt_level,10,7,15,10,25,102.186571031259,21.490849359688,2196.07620461584,0.0465314322046188,122.004233589769
set_default_locale,6,11,17,15,32,130.798810920011,27.5082871804007,3598.05125364259,0.0363526814098584,199.891736313477
set_default_locale_vars,10,26,109,87,196,1013.30530028269,213.10815446667,215943.62245454,0.0046924530058581,11996.8679141411
set_locale_var,18,44,225,150,375,2232.82361639508,192.324957978804,429427.708197264,0.00519953317816511,23857.094899848
set_lang,15,12,37,23,60,285.293250129808,24.5738230014955,7010.74583221128,0.0406937089088313,389.485879567293
set_default_lang,7,7,17,14,31,118.028002583786,24.8224595282398,2929.745317335,0.0402860965031419,162.763628740833
get_locale_var,10,8,38,26,64,266.875200092308,33.3594000115385,8902.79655303868,0.0299765583210164,494.599808502149
localetrans,16,22,130,81,211,1107.3127053366,71.3945047576562,79056.0422093668,0.0140066802535354,4392.00234496482
mk_msgstr,20,18,126,68,194,1018.09793760806,87.6941831101315,89281.2669646481,0.0114032648977885,4960.07038692489
localeexpand,20,27,120,78,198,1099.80859263217,45.8253580263405,50399.122517815,0.02182197898869,2799.95125098972
list_reverse,10,6,30,22,52,208,26,5408,0.0384615384615385,300.444444444444
list_append,12,7,31,22,53,225.14015821251,19.3925176846126,4366.03449965258,0.0515662801634814,242.557472202921
find_string_in_alist,18,16,54,38,92,468.046581395031,30.177522321533,14124.4861575658,0.0331372466349384,784.693675420321
find_token_in_alist,16,10,39,24,63,296.127702242889,19.092972152096,5653.95797238765,0.0523752924392246,314.108776243759
find_index_in_alist,18,15,52,36,88,443.906682503544,28.6210910461114,12705.0935759112,0.0349392690302722,705.838531995066
substring,13,10,38,25,63,284.984403231592,18.3745027347003,5236.44669652582,0.0544232415123538,290.913705362546
strsub,20,21,105,74,179,959.001808826637,48.8004766790917,46799.745406851,0.0204916031164188,2599.98585593617
strcreplace,21,26,147,106,253,1405.31097947444,71.5116958586587,100496.17135101,0.0139837265498007,5583.12063061167
strip_trailing,20,9,36,22,58,281.762897717399,24.269734996343,6838.31085940298,0.0412035813390909,379.906158855721
shell_version_string,17,16,67,43,110,554.88335312943,69.3604191411787,38486.94194752,0.0144174445942226,2138.16344152889
show_shell_version,17,22,75,52,127,671.246081795506,141.169708324348,94759.6135809331,0.00708367263678426,5264.42297671851
fmtumax,34,42,256,158,414,2586.64199056564,107.776749606902,278779.866139892,0.009278439029265,15487.7703411051
getcwd,39,67,550,374,924,6216.5985000164,535.468648982256,3328793.6000689,0.00186752296684532,184932.977781605
uinttostr,7,9,17,15,32,128,8.25285988767022,1056.36606562179,0.121170117221304,58.6870036456549
uitos,11,11,23,18,41,182.836696364129,22.8545870455161,4178.6571921686,0.0437548925302586,232.147621787144
sh_makepath,26,31,154,93,247,1440.72383349869,92.8913432397798,133830.772131258,0.0107652657946684,7435.04289618102
isnetconn,19,26,97,61,158,867.712789220089,108.464098652511,94115.6855720133,0.00921964053012346,5228.64919844518
netopen,7,6,11,7,18,66.6079149265397,8.32598936581746,554.576791357643,0.120105846412142,30.8098217420913
dup2,15,16,66,43,109,540.007397832169,46.5137054865056,25117.7450632998,0.0214990396817582,1395.43028129443
