FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput, Bugs
parse_compound_assignment,bash-3.2\y.tab.c,67,768,16,3,6,15,19, 0
free_trap_command,bash-3.2\trap.c,10,2,2,1,0,6,1, 0
change_signal,bash-3.2\trap.c,16,8,4,1,1,7,3, 0
get_original_signal,bash-3.2\trap.c,7,3,4,3,0,2,3, 0
_run_trap_internal,bash-3.2\trap.c,51,25,7,3,0,12,17, 0
reset_signal,bash-3.2\trap.c,7,1,1,0,0,2,2, 0
restore_signal,bash-3.2\trap.c,8,1,1,0,0,2,3, 0
reset_or_restore_signal_handlers,bash-3.2\trap.c,34,60,9,3,2,7,4, 0
set_signal,bash-3.2\trap.c,30,14,10,4,5,8,8, 0
ignore_signal,bash-3.2\trap.c,18,13,8,3,3,3,4, 0
hello_builtin,bash-3.2\examples\loadables\hello.c,8,1,1,0,0,0,3, 0
validate_path,bash-3.2\examples\loadables\pathchk.c,74,282,17,3,13,3,8, 0
pathchk_builtin,bash-3.2\examples\loadables\pathchk.c,27,7,6,2,5,5,5, 0
portable_chars_only,bash-3.2\examples\loadables\pathchk.c,13,3,3,2,3,3,2, 0
dir_ok,bash-3.2\examples\loadables\pathchk.c,22,5,5,2,4,4,5, 0
xstrdup,bash-3.2\examples\loadables\pathchk.c,6,1,1,0,0,2,4, 0
necho_builtin,bash-3.2\examples\loadables\necho.c,8,1,1,0,0,1,4, 0
reset_locale_vars,bash-3.2\locale.c,5,1,1,0,0,1,1, 0
locale_setblanks,bash-3.2\locale.c,17,4,5,2,2,1,2, 0
without_interrupts,bash-3.2\unwind_prot.c,11,1,1,0,0,11,1, 0
unwind_frame_discard_internal,bash-3.2\unwind_prot.c,17,3,3,2,2,7,3, 0
unwind_frame_run_internal,bash-3.2\unwind_prot.c,26,5,5,3,5,10,4, 0
add_unwind_protect_internal,bash-3.2\unwind_prot.c,12,1,1,0,0,3,7, 0
remove_unwind_protect_internal,bash-3.2\unwind_prot.c,12,2,2,1,0,4,2, 0
run_unwind_protects_internal,bash-3.2\unwind_prot.c,6,1,1,0,0,0,1, 0
clear_unwind_protects_internal,bash-3.2\unwind_prot.c,11,3,3,2,0,2,2, 0
restore_variable,bash-3.2\unwind_prot.c,6,1,1,0,0,5,2, 0
unwind_protect_mem_internal,bash-3.2\unwind_prot.c,17,1,1,0,0,6,10, 0
stpcpy,bash-3.2\lib\intl\l10nflist.c,9,2,2,1,0,4,1, 0
tilde_expand,bash-3.2\lib\tilde\tilde.c,43,18,6,2,3,1,11, 0
cdesc,bash-3.2\mksyntax.c,34,13,13,1,33,4,5, 0
getcstr,bash-3.2\mksyntax.c,10,3,3,2,3,6,1, 0
addcstr,bash-3.2\mksyntax.c,18,3,3,2,0,4,4, 0
addcchar,bash-3.2\mksyntax.c,13,2,2,1,0,4,4, 0
addblanks,bash-3.2\mksyntax.c,12,3,3,2,0,1,1, 0
load_lsyntax,bash-3.2\mksyntax.c,19,1,1,0,0,1,3, 0
dump_lflags,bash-3.2\mksyntax.c,23,5,5,4,2,7,2, 0
wcomment,bash-3.2\mksyntax.c,9,1,1,0,0,3,3, 0
dump_lsyntax,bash-3.2\mksyntax.c,17,2,2,1,0,2,4, 0
main,bash-3.2\lib\readline\examples\rl.c,68,384,14,3,11,5,16, 0
main,bash-3.2\support\man2html.c,81,1536,13,2,2,21,25, 0
main,bash-3.2\support\zecho.c,14,3,3,2,0,1,4, 0
main,bash-3.2\builtins\psize.c,19,4,3,1,0,0,4, 0
main,bash-3.2\support\printenv.c,30,12,6,3,0,3,5, 0
main,bash-3.2\support\recho.c,13,2,2,1,0,2,4, 0
main,bash-3.2\lib\readline\examples\histexamp.c,84,331,18,5,9,2,22, 0
main,bash-3.2\support\mksignames.c,33,6,4,1,2,3,7, 0
main,bash-3.2\lib\readline\examples\rlcat.c,47,48,11,2,12,4,14, 0
main,bash-3.2\lib\readline\examples\excallback.c,30,20,6,2,0,3,18, 0
main,bash-3.2\lib\readline\examples\fileman.c,22,5,4,2,2,2,9, 0
main,bash-3.2\builtins\mkbuiltins.c,107,20800,25,3,8,9,29, 0
main,bash-3.2\CWRU\misc\sigs.c,17,4,4,3,1,1,4, 0
main,bash-3.2\CWRU\misc\sigstat.c,20,12,5,2,1,2,7, 0
main,bash-3.2\lib\readline\examples\rltest.c,34,33,8,4,0,1,8, 0
main,bash-3.2\shell.c,196,999999999,38,2,5,34,72, 0
main,bash-3.2\CWRU\misc\open-files.c,9,3,3,2,0,0,5, 0
main,bash-3.2\support\bashversion.c,79,1920,22,2,36,5,11, 0
make_child,bash-3.2\nojobs.c,29,16,6,2,1,2,11, 0
programming_error,bash-3.2\error.c,15,1,1,0,0,2,6, 0
reap_dead_jobs,bash-3.2\nojobs.c,6,1,1,0,0,0,2, 0
set_tty_state,bash-3.2\nojobs.c,13,3,4,2,2,3,3, 0
sh_get_env_value,bash-3.2\lib\readline\shell.c,6,1,1,0,0,4,2, 0
sh_set_lines_and_columns,bash-3.2\lib\readline\shell.c,6,1,1,0,0,0,0, 0
sh_single_quote,bash-3.2\lib\readline\shell.c,23,3,3,2,0,1,3, 0
sh_unset_nodelay_mode,bash-3.2\lib\readline\shell.c,6,1,1,0,0,0,1, 0
start_pipeline,bash-3.2\nojobs.c,5,1,1,0,0,0,1, 0
stop_making_children,bash-3.2\nojobs.c,5,1,1,0,0,0,1, 0
stop_pipeline,bash-3.2\nojobs.c,8,1,1,0,0,0,2, 0
strerror,bash-3.2\lib\sh\strerror.c,14,1,1,0,0,2,5, 0
usage,bash-3.2\lib\readline\examples\rl.c,6,1,1,0,0,2,1, 0
usage,bash-3.2\support\man2html.c,5,1,1,0,0,1,1, 0
usage,bash-3.2\lib\readline\examples\rlcat.c,5,1,1,0,0,2,1, 0
xrealloc,bash-3.2\lib\termcap\tparam.c,10,2,2,1,0,3,3, 0
xrealloc,bash-3.2\builtins\mkbuiltins.c,14,4,3,1,1,3,4, 0
xrealloc,bash-3.2\lib\termcap\termcap.c,10,2,2,1,0,4,3, 0
